code,interlevel,location,original
015546039,Bgy,Tulong,True
015547000,Mun,VILLASIS,True
015547001,Bgy,Amamperez,True
015547002,Bgy,Bacag,True
015547003,Bgy,Barangobong,True
015547004,Bgy,Barraca,True
015547005,Bgy,Capulaan,True
015547006,Bgy,Caramutan,True
015547007,Bgy,La Paz,True
015547008,Bgy,Labit,True
015547009,Bgy,Lipay,True
015547010,Bgy,Lomboy,True
015547011,Bgy,Piaz,True
015547011,Bgy,Plaza,True
015547011,Bgy,Piaz (Plaza),True
015547012,Bgy,Zone V (Pob.),False
015547012,Bgy,Zone V,True
015547012,Bgy,Zone 5,False
015547013,Bgy,Zone I,True
015547013,Bgy,Zone 1,False
015547013,Bgy,Zone I (Pob.),False
015547014,Bgy,Zone II (Pob.),False
015547014,Bgy,Zone II,True
015547014,Bgy,Zone 2,False
015547015,Bgy,Zone III (Pob.),False
015547015,Bgy,Zone III,True
015547015,Bgy,Zone 3,False
015547016,Bgy,Zone 4,False
015547016,Bgy,Zone IV,True
015547016,Bgy,Zone IV (Pob.),False
015547017,Bgy,Puelay,True
015547018,Bgy,San Blas,True
015547019,Bgy,San Nicolas,True
015547020,Bgy,Tombod,True
015547021,Bgy,Unzad,True
015548000,Mun,LAOAC,True
015548001,Bgy,Anis,True
015548002,Bgy,Botique,True
015548003,Bgy,Caaringayan,True
015548004,Bgy,Cabilaoan East,True
015548004,Bgy,Domingo Alarcio (Cabilaoan East),True
015548004,Bgy,Domingo Alarcio,True
015548005,Bgy,Cabilaoan West,True
015548006,Bgy,Cabulalaan,True
015548007,Bgy,Calaoagan,True
015548008,Bgy,Calmay,True
015548009,Bgy,Casampagaan,True
015548010,Bgy,Casanestebanan,True
015548011,Bgy,Casantiagoan,True
015548012,Bgy,Inmanduyan,True
015548013,Bgy,Poblacion,True
015548013,Bgy,Poblacion (Laoac),True
015548014,Bgy,Lebueg,True
015548015,Bgy,Maraboc,True
015548016,Bgy,Nanbagatan,True
015548017,Bgy,Panaga,True
015548018,Bgy,Talogtog,True
015548019,Bgy,Turko,True
015548020,Bgy,Yatyat,True
015548021,Bgy,Balligi,True
015548022,Bgy,Banuar,True
020000000,Reg,REGION II (CAGAYAN VALLEY),True
020000000,Reg,CAGAYAN VALLEY,False
020000000,Reg,REGION 2,False
020000000,Reg,REGION II,False
020900000,Prov,BATANES,True
020901000,Mun,BASCO,True
020901001,Bgy,Ihubok II (Kayvaluganan),True
020901001,Bgy,Ihubok II,True
020901001,Bgy,Ihubok 2,False
020901001,Bgy,Kayvaluganan,True
020901002,Bgy,Ihubok I (Kaychanarianan),True
020901002,Bgy,Kaychanarianan,True
020901002,Bgy,Ihubok 1,False
020901002,Bgy,Ihubok I,True
020901003,Bgy,San Antonio,True
020901004,Bgy,San Joaquin,True
020901005,Bgy,Chanarian,True
020901006,Bgy,Kayhuvokan,True
020902000,Mun,ITBAYAT,True
020902006,Bgy,Raele,True
020902007,Bgy,San Rafael (Idiang),True
020902007,Bgy,Idiang,True
020902007,Bgy,San Rafael,True
020902008,Bgy,Santa Lucia (Kauhauhasan),True
020902008,Bgy,Santa Lucia,True
020902008,Bgy,Kauhauhasan,True
020902009,Bgy,Santa Maria (Marapuy),True
020902009,Bgy,Santa Maria,True
020902009,Bgy,Marapuy,True
020902010,Bgy,Santa Rosa (Kaynatuan),True
020902010,Bgy,Kaynatuan,True
020902010,Bgy,Santa Rosa,True
020903000,Mun,IVANA,True
020903001,Bgy,Radiwan,True
020903002,Bgy,Salagao,True
020903003,Bgy,San Vicente (Igang),True
020903003,Bgy,San Vicente,True
020903003,Bgy,Igang,True
020903004,Bgy,Tuhel,True
020903004,Bgy,Tuhel (Pob.),False
020904000,Mun,MAHATAO,True
020904001,Bgy,Hañib,True
020904002,Bgy,Kaumbakan,True
020904003,Bgy,Panatayan,True
020904004,Bgy,Uvoy,True
020904004,Bgy,Uvoy (Pob.),False
020905000,Mun,SABTANG,True
020905001,Bgy,Chavayan,True
020905002,Bgy,Malakdang,True
020905002,Bgy,Malakdang (Pob.),False
020905003,Bgy,Nakanmuan,True
020905004,Bgy,Savidug,True
020905005,Bgy,Sinakan,True
020905005,Bgy,Sinakan (Pob.),False
020905006,Bgy,Sumnanga,True
020906000,Mun,UYUGAN,True
020906001,Bgy,Kayvaluganan (Pob.),False
020906001,Bgy,Kayvaluganan,True
020906002,Bgy,Imnajbu,True
020906003,Bgy,Itbud,True
020906004,Bgy,Kayuganan (Pob.),False
020906004,Bgy,Kayuganan,True
021500000,Prov,CAGAYAN,True
021501000,Mun,ABULUG,True
021501001,Bgy,Alinunu,True
021501002,Bgy,Bagu,True
021501003,Bgy,Banguian,True
021501004,Bgy,Calog Norte,True
021501005,Bgy,Calog Sur,True
021501006,Bgy,Canayun,True
021501007,Bgy,Centro (Pob.),False
021501007,Bgy,Centro,True
021501008,Bgy,Dana-Ili,True
021501009,Bgy,Guiddam,True
021501010,Bgy,Libertad,True
021501011,Bgy,Lucban,True
021501012,Bgy,Pinili,True
021501013,Bgy,Santa Filomena,True
021501014,Bgy,Santo Tomas,True
021501015,Bgy,Siguiran,True
021501016,Bgy,Simayung,True
021501017,Bgy,Sirit,True
021501018,Bgy,San Agustin,True
021501019,Bgy,San Julian,True
021501020,Bgy,Santa Rosa,True
021502000,Mun,ALCALA,True
021502001,Bgy,Abbeg,True
021502002,Bgy,Afusing Bato,True
021502003,Bgy,Afusing Daga,True
021502004,Bgy,Agani,True
021502005,Bgy,Baculod,True
021502006,Bgy,Baybayog,True
021502007,Bgy,Cabuluan,True
021502008,Bgy,Calantac,True
021502009,Bgy,Carallangan,True
021502010,Bgy,Centro Norte,True
021502010,Bgy,Centro Norte (Pob.),False
021502011,Bgy,Centro Sur,True
021502011,Bgy,Centro Sur (Pob.),False
021502012,Bgy,Dalaoig,True
021502013,Bgy,Damurog,True
021502014,Bgy,Jurisdiction,True
021502015,Bgy,Malalatan,True
021502016,Bgy,Maraburab,True
021502017,Bgy,Masin,True
021502018,Bgy,Pagbangkeruan,True
021502019,Bgy,Pared,True
021502020,Bgy,Piggatan,True
021502021,Bgy,Pinopoc,True
021502022,Bgy,Pussian,True
021502023,Bgy,San Esteban,True
021502024,Bgy,Tamban,True
021502025,Bgy,Tupang,True
021503000,Mun,ALLACAPAN,True
021503001,Bgy,Bessang,True
021503002,Bgy,Binobongan,True
021503003,Bgy,Bulo,True
021503004,Bgy,Burot,True
021503005,Bgy,Capagaran,True
021503005,Bgy,Brigida,True
021503005,Bgy,Capagaran (Brigida),True
021503006,Bgy,Capalutan,True
021503007,Bgy,Capanickian Norte,True
021503008,Bgy,Capanickian Sur,True
021503009,Bgy,Cataratan,True
021503010,Bgy,Centro East,True
021503010,Bgy,Centro East (Pob.),False
021503011,Bgy,Centro West (Pob.),False
021503011,Bgy,Centro West,True
021503012,Bgy,Daan-Ili,True
021503013,Bgy,Dagupan,True
021503014,Bgy,Dalayap,True
021503015,Bgy,Gagaddangan,True
021503016,Bgy,Iringan,True
021503017,Bgy,Labben,True
021503018,Bgy,Maluyo,True
021503019,Bgy,Mapurao,True
021503020,Bgy,Matucay,True
021503021,Bgy,Nagattatan,True
021503022,Bgy,Pacac,True
021503023,Bgy,San Juan,True
021503023,Bgy,Maguininango,True
021503023,Bgy,San Juan (Maguininango),True
021503024,Bgy,Silangan,True
021503025,Bgy,Tamboli,True
021503026,Bgy,Tubel,True
021503027,Bgy,Utan,True
021504000,Mun,AMULUNG,True
021504001,Bgy,Abolo,True
021504002,Bgy,Agguirit,True
021504003,Bgy,Alitungtung,True
021504004,Bgy,Annabuculan,True
021504005,Bgy,Annafatan,True
021504006,Bgy,Anquiray,True
021504007,Bgy,Babayuan,True
021504008,Bgy,Baccuit,True
021504009,Bgy,Bacring,True
021504010,Bgy,Baculud,True
021504011,Bgy,Balauini,True
021504012,Bgy,Bauan,True
021504013,Bgy,Bayabat,True
021504014,Bgy,Calamagui,True
021504015,Bgy,Calintaan,True
021504016,Bgy,Caratacat,True
021504017,Bgy,Casingsingan Norte,True
021504018,Bgy,Casingsingan Sur,True
021504019,Bgy,Catarauan,True
021504020,Bgy,Centro,True
021504021,Bgy,Concepcion,True
021504022,Bgy,Cordova,True
021504023,Bgy,Dadda,True
021504024,Bgy,Dafunganay,True
021504025,Bgy,Dugayung,True
021504026,Bgy,Estefania,True
021504027,Bgy,Gabut,True
021504028,Bgy,Gangauan,True
021504029,Bgy,Goran,True
021504030,Bgy,Jurisdiccion,True
021504031,Bgy,La Suerte,True
021504032,Bgy,Logung,True
021504033,Bgy,Magogod,True
021504034,Bgy,Manalo,True
021504035,Bgy,Marobbob,True
021504036,Bgy,Masical,True
021504037,Bgy,Monte Alegre,True
021504038,Bgy,Nabbialan,True
021504039,Bgy,Nagsabaran,True
021504040,Bgy,Nangalasauan,True
021504041,Bgy,Nanuccauan,True
021504042,Bgy,Pacac-Grande,True
021504043,Bgy,Pacac-Pequeño,True
021504044,Bgy,Palacu,True
021504045,Bgy,Palayag,True
021504046,Bgy,Tana,True
021504047,Bgy,Unag,True
021505000,Mun,APARRI,True
021505001,Bgy,Backiling,True
021505002,Bgy,Bangag,True
021505003,Bgy,Binalan,True
021505004,Bgy,Bisagu,True
021505005,Bgy,Centro 1 (Pob.),False
021505005,Bgy,Centro 1,True
021505006,Bgy,Centro 2 (Pob.),False
021505006,Bgy,Centro 2,True
021505007,Bgy,Centro 3 (Pob.),False
021505007,Bgy,Centro 3,True
021505008,Bgy,Centro 4,True
021505008,Bgy,Centro 4 (Pob.),False
021505009,Bgy,Centro 5 (Pob.),False
021505009,Bgy,Centro 5,True
021505010,Bgy,Centro 6,True
021505010,Bgy,Centro 6 (Pob.),False
021505011,Bgy,Centro 7,True
021505011,Bgy,Centro 7 (Pob.),False
021505012,Bgy,Centro 8,True
021505012,Bgy,Centro 8 (Pob.),False
021505013,Bgy,Centro 9,True
021505013,Bgy,Centro 9 (Pob.),False
021505014,Bgy,Centro 10 (Pob.),False
021505014,Bgy,Centro 10,True
021505015,Bgy,Centro 11,True
021505015,Bgy,Centro 11 (Pob.),False
021505016,Bgy,Centro 12,True
021505016,Bgy,Centro 12 (Pob.),False
021505017,Bgy,Centro 13,True
021505017,Bgy,Centro 13 (Pob.),False
021505018,Bgy,Centro 14,True
021505018,Bgy,Centro 14 (Pob.),False
021505019,Bgy,Bukig,True
021505020,Bgy,Bulala Norte,True
021505021,Bgy,Bulala Sur,True
021505022,Bgy,Caagaman,True
021505023,Bgy,Centro 15 (Pob.),False
021505023,Bgy,Centro 15,True
021505024,Bgy,Dodan,True
021505025,Bgy,Fuga Island,True
021505026,Bgy,Gaddang,True
021505027,Bgy,Linao,True
021505028,Bgy,Mabanguc,True
021505029,Bgy,Macanaya,True
021505029,Bgy,Pescaria,True
021505029,Bgy,Macanaya (Pescaria),True
021505030,Bgy,Maura,True
021505031,Bgy,Minanga,True
021505032,Bgy,Navagan,True
021505033,Bgy,Paddaya,True
021505034,Bgy,Paruddun Norte,True
021505035,Bgy,Paruddun Sur,True
021505036,Bgy,Plaza,True
021505037,Bgy,Punta,True
021505038,Bgy,San Antonio,True
021505039,Bgy,Tallungan,True
021505040,Bgy,Toran,True
021505041,Bgy,Sanja,True
021505042,Bgy,Zinarag,True
021506000,Mun,BAGGAO,True
021506001,Bgy,Adaoag,True
021506002,Bgy,Agaman,True
021506002,Bgy,Proper,True
021506002,Bgy,Agaman (Proper),True
021506003,Bgy,Alba,True
021506004,Bgy,Annayatan,True
021506005,Bgy,Asassi,True
021506006,Bgy,Asinga-Via,True
021506007,Bgy,Awallan,True
021506008,Bgy,Bacagan,True
021506009,Bgy,Bagunot,True
021506011,Bgy,Barsat East,True
021506012,Bgy,Barsat West,True
021506013,Bgy,Bitag Grande,True
021506014,Bgy,Bitag Pequeño,True
021506015,Bgy,Bunugan,True
021506016,Bgy,Canagatan,True
021506017,Bgy,Carupian,True
021506018,Bgy,Catugay,True
021506019,Bgy,Poblacion,True
021506019,Bgy,Centro,True
021506019,Bgy,Poblacion (Centro),True
021506020,Bgy,Dabbac Grande,True
021506021,Bgy,Dalin,True
021506022,Bgy,Dalla,True
021506023,Bgy,Hacienda Intal,True
021506024,Bgy,Ibulo,True
021506025,Bgy,Imurong,True
021506026,Bgy,J. Pallagao,True
021506027,Bgy,Lasilat,True
021506028,Bgy,Masical,True
021506029,Bgy,Mocag,True
021506030,Bgy,Nangalinan,True
021506031,Bgy,Remus,True
021506032,Bgy,San Antonio,True
021506033,Bgy,San Francisco,True
021506034,Bgy,San Isidro,True
021506035,Bgy,San Jose,True
021506036,Bgy,San Miguel,True
021506037,Bgy,San Vicente,True
021506038,Bgy,Santa Margarita,True
021506039,Bgy,Santor,True
021506040,Bgy,Taguing,True
021506041,Bgy,Taguntungan,True
021506042,Bgy,Tallang,True
021506043,Bgy,Temblique,True
021506044,Bgy,Taytay,True
021506045,Bgy,Tungel,True
021506046,Bgy,Mabini,True
021506047,Bgy,Agaman Norte,True
021506048,Bgy,Agaman Sur,True
021506049,Bgy,C. Verzosa,True
021506049,Bgy,,True
021506049,Bgy,C. Verzosa ((Valley Cove*),True
021507000,Mun,BALLESTEROS,True
021507001,Bgy,Ammubuan,True
021507002,Bgy,Baran,True
021507003,Bgy,Cabaritan East,True
021507004,Bgy,Cabaritan West,True
021507005,Bgy,Cabayu,True
021507006,Bgy,Cabuluan East,True
021507007,Bgy,Cabuluan West,True
021507008,Bgy,Centro East,True
021507008,Bgy,Centro East (Pob.),False
021507009,Bgy,Centro West,True
021507009,Bgy,Centro West (Pob.),False
021507010,Bgy,Fugu,True
021507012,Bgy,Mabuttal East,True
021507013,Bgy,Mabuttal West,True
021507014,Bgy,Nararagan,True
021507015,Bgy,Palloc,True
021507017,Bgy,Payagan East,True
021507018,Bgy,Payagan West,True
021507019,Bgy,San Juan,True
021507020,Bgy,Santa Cruz,True
021507021,Bgy,Zitanga,True
021508000,Mun,BUGUEY,True
021508001,Bgy,Ballang,True
021508002,Bgy,Balza,True
021508003,Bgy,Cabaritan,True
021508004,Bgy,Calamegatan,True
021508005,Bgy,Centro,True
021508005,Bgy,Centro (Pob.),False
021508006,Bgy,Centro West,True
021508007,Bgy,Dalaya,True
021508008,Bgy,Fula,True
021508009,Bgy,Leron,True
021508010,Bgy,Antiporda,True
021508011,Bgy,Maddalero,True
021508012,Bgy,Mala Este,True
021508013,Bgy,Mala Weste,True
021508014,Bgy,Minanga Este,True
021508015,Bgy,Paddaya Este,True
021508016,Bgy,Pattao,True
021508018,Bgy,Quinawegan,True
021508019,Bgy,Remebella,True
021508020,Bgy,San Isidro,True
021508021,Bgy,Santa Isabel,True
021508022,Bgy,Santa Maria,True
021508023,Bgy,Tabbac,True
021508024,Bgy,Villa Cielo,True
021508025,Bgy,San Lorenzo*,True
021508025,Bgy,Alucao Weste (San Lorenzo*),True
021508025,Bgy,Alucao Weste,True
021508026,Bgy,Minanga Weste,True
021508027,Bgy,Paddaya Weste,True
021508028,Bgy,San Juan,True
021508029,Bgy,San Vicente,True
021508030,Bgy,Villa Gracia,True
021508031,Bgy,Villa Leonora,True
021509000,Mun,CALAYAN,True
021509001,Bgy,Cabudadan,True
021509002,Bgy,Balatubat,True
021509003,Bgy,Dadao,True
021509004,Bgy,Dibay,True
021509005,Bgy,Dilam,True
021509006,Bgy,Magsidel,True
021509007,Bgy,Naguilian,True
021509008,Bgy,Poblacion,True
021509009,Bgy,Babuyan Claro,True
021509010,Bgy,Centro 2,False
021509010,Bgy,Centro II,True
021509011,Bgy,Dalupiri,True
021509012,Bgy,Minabel,True
021510000,Mun,CAMALANIUGAN,True
021510001,Bgy,Abagao,True
021510002,Bgy,Afunan Cabayu,True
021510003,Bgy,Agusi,True
021510004,Bgy,Alilinu,True
021510005,Bgy,Baggao,True
021510006,Bgy,Bantay,True
021510007,Bgy,Bulala,True
021510009,Bgy,Casili Norte,True
021510010,Bgy,Catotoran Norte,True
021510011,Bgy,Centro Norte,True
021510011,Bgy,Centro Norte (Pob.),False
021510012,Bgy,Centro Sur (Pob.),False
021510012,Bgy,Centro Sur,True
021510013,Bgy,Cullit,True
021510014,Bgy,Dacal-Lafugu,True
021510015,Bgy,Joaquin de la Cruz*,True
021510015,Bgy,Dammang Norte (Joaquin de la Cruz*),True
021510015,Bgy,Dammang Norte,True
021510016,Bgy,Dugo,True
021510017,Bgy,Fusina,True
021510018,Bgy,Gang-ngo,True
021510019,Bgy,Jurisdiction,True
021510020,Bgy,Luec,True
021510021,Bgy,Minanga,True
021510022,Bgy,Paragat,True
021510023,Bgy,Tagum,True
021510024,Bgy,Tuluttuging,True
021510025,Bgy,Ziminila,True
021510026,Bgy,Casili Sur,True
021510027,Bgy,Catotoran Sur,True
021510028,Bgy,Dammang Sur,True
021510028,Bgy,Felipe Tuzon*,True
021510028,Bgy,Dammang Sur (Felipe Tuzon*),True
021510029,Bgy,Sapping,True
021511000,Mun,CLAVERIA,True
021511001,Bgy,Alimoan,True
021511002,Bgy,Bacsay Cataraoan Norte,True
021511003,Bgy,Bacsay Mapulapula,True
021511004,Bgy,Bilibigao,True
021511005,Bgy,Buenavista,True
021511006,Bgy,Cadcadir East,True
021511007,Bgy,Capanikian,True
021511008,Bgy,Centro I,True
021511008,Bgy,Centro 1,False
021511008,Bgy,Centro I (Pob.),False
021511009,Bgy,Centro II (Pob.),False
021511009,Bgy,Centro II,True
021511009,Bgy,Centro 2,False
021511010,Bgy,Culao,True
021511011,Bgy,Dibalio,True
021511012,Bgy,Kilkiling,True
021511013,Bgy,Lablabig,True
021511014,Bgy,Luzon,True
021511015,Bgy,Mabnang,True
021511016,Bgy,Magdalena,True
021511017,Bgy,Centro VII,True
021511017,Bgy,Centro 7,False
021511017,Bgy,Malasin East,True
021511017,Bgy,Centro VII (Malasin East),True
021511018,Bgy,Malilitao,True
021511019,Bgy,Centro 6,False
021511019,Bgy,Centro VI (Minanga),True
021511019,Bgy,Minanga,True
021511019,Bgy,Centro VI,True
021511020,Bgy,Nagsabaran,True
021511021,Bgy,Centro IV (Nangasangan),True
021511021,Bgy,Centro 4,False
021511021,Bgy,Nangasangan,True
021511021,Bgy,Centro IV,True
021511022,Bgy,Pata East,True
021511023,Bgy,Pinas,True
021511024,Bgy,Santiago,True
021511025,Bgy,Santo Tomas,True
021511026,Bgy,Santa Maria (Surngot),True
021511026,Bgy,Santa Maria,True
021511026,Bgy,Surngot,True
021511027,Bgy,Tabbugan,True
021511028,Bgy,Taggat Norte,True
021511029,Bgy,Union,True
021511030,Bgy,Bacsay Cataraoan Sur,True
021511031,Bgy,Cadcadir West,True
021511032,Bgy,Camalaggoan/D Leaño,True
021511033,Bgy,Centro III,True
021511033,Bgy,Centro 3,False
021511034,Bgy,Centro V (Mina),True
021511034,Bgy,Mina,True
021511034,Bgy,Centro V,True
021511034,Bgy,Centro 5,False
021511035,Bgy,Malasin West,True
021511035,Bgy,Centro 8,False
021511035,Bgy,Centro VIII (Malasin West),True
021511035,Bgy,Centro VIII,True
021511036,Bgy,Pata West,True
021511037,Bgy,San Antonio,True
021511037,Bgy,San Antonio (Sayad*/Bimekel*),True
021511037,Bgy,Sayad*/Bimekel*,True
021511038,Bgy,San Isidro,True
021511039,Bgy,San Vicente,True
021511040,Bgy,Santo Niño,True
021511040,Bgy,Santo Niño (Barbarnis),True
021511040,Bgy,Barbarnis,True
021511041,Bgy,Taggat Sur,True
021512000,Mun,ENRILE,True
021512001,Bgy,Villa Maria,True
021512001,Bgy,Alibago (Villa Maria),True
021512001,Bgy,Alibago,True
021512002,Bgy,Barangay I,True
021512002,Bgy,Barangay 1,False
021512002,Bgy,Barangay I (Pob.),False
021512003,Bgy,Barangay 2,False
021512003,Bgy,Barangay II (Pob.),False
021512003,Bgy,Barangay II,True
021512006,Bgy,Barangay 3,False
021512006,Bgy,Barangay III (San Roque*),True
021512006,Bgy,San Roque*,True
021512006,Bgy,Barangay III,True
021512007,Bgy,Divisoria,True
021512008,Bgy,Inga,True
021512009,Bgy,Lanna,True
021512010,Bgy,Lemu Norte,True
021512011,Bgy,Liwan Norte,True
021512012,Bgy,Liwan Sur,True
021512013,Bgy,Maddarulug Norte,True
021512014,Bgy,Magalalag East,True
021512015,Bgy,Maracuru,True
021512019,Bgy,Barangay IV (Pob.),False
021512019,Bgy,Barangay IV,True
021512019,Bgy,Barangay 4,False
021512020,Bgy,Roma Norte,True
021512021,Bgy,Barangay III-A,True
021512022,Bgy,Batu,True
021512023,Bgy,Lemu Sur,True
021512024,Bgy,Maddarulug Sur,True
021512025,Bgy,Magalalag West,True
021512025,Bgy,San Nicolas*,True
021512025,Bgy,Magalalag West (San Nicolas*),True
021512026,Bgy,Roma Sur,True
021512027,Bgy,San Antonio,True
021513000,Mun,GATTARAN,True
021513001,Bgy,Abra,True
021513005,Bgy,Aguiguican,True
021513006,Bgy,Bangatan Ngagan,True
021513007,Bgy,Baracaoit,True
021513008,Bgy,Baraoidan,True
021513009,Bgy,Barbarit,True
021513010,Bgy,Basao,True
021513011,Bgy,Cabayu,True
021513012,Bgy,Calaoagan Bassit,True
021513013,Bgy,Calaoagan Dackel,True
021513014,Bgy,Capiddigan,True
021513015,Bgy,Capissayan Norte,True
021513016,Bgy,Capissayan Sur,True
021513018,Bgy,Casicallan Sur,True
021513019,Bgy,Casicallan Norte,True
021513020,Bgy,Centro Norte,True
021513020,Bgy,Centro Norte (Pob.),False
021513021,Bgy,Centro Sur,True
021513021,Bgy,Centro Sur (Pob.),False
021513022,Bgy,Cullit,True
021513023,Bgy,Cumao,True
021513024,Bgy,Cunig,True
021513025,Bgy,Dummun,True
021513026,Bgy,Fugu,True
021513027,Bgy,Ganzano,True
021513028,Bgy,Guising,True
021513029,Bgy,Langgan,True
021513030,Bgy,Lapogan,True
021513031,Bgy,L. Adviento,True
021513033,Bgy,Mabuno,True
021513035,Bgy,Nabaccayan,True
021513036,Bgy,Naddungan,True
021513037,Bgy,Nagatutuan,True
021513038,Bgy,Nassiping,True
021513039,Bgy,Newagac,True
021513040,Bgy,Palagao Norte,True
021513041,Bgy,Palagao Sur,True
021513042,Bgy,Piña Este,True
021513043,Bgy,Piña Weste,True
021513044,Bgy,San Vicente,True
021513045,Bgy,Santa Maria,True
021513046,Bgy,Sidem,True
021513047,Bgy,Santa Ana,True
021513048,Bgy,Tagumay,True
021513049,Bgy,Takiki,True
021513050,Bgy,Taligan,True
021513051,Bgy,Tanglagan,True
021513052,Bgy,T. Elizaga (Mabirbira),True
021513052,Bgy,T. Elizaga,True
021513052,Bgy,Mabirbira,True
021513053,Bgy,Tubungan Este,True
021513054,Bgy,Tubungan Weste,True
021513056,Bgy,Bolos Point,True
021513057,Bgy,San Carlos,True
021514000,Mun,GONZAGA,True
021514001,Bgy,Amunitan,True
021514002,Bgy,Batangan,True
021514003,Bgy,Baua,True
021514004,Bgy,Cabanbanan Norte,True
021514005,Bgy,Cabanbanan Sur,True
021514006,Bgy,Cabiraoan,True
021514007,Bgy,Callao,True
021514008,Bgy,Calayan,True
021514009,Bgy,Caroan,True
021514010,Bgy,Casitan,True
021514011,Bgy,Flourishing (Pob.),False
021514011,Bgy,Flourishing,True
021514012,Bgy,Ipil,True
021514013,Bgy,Isca,True
021514014,Bgy,Magrafil,True
021514015,Bgy,Minanga,True
021514016,Bgy,Rebecca,True
021514016,Bgy,Rebecca (Nagbabalacan*),True
021514016,Bgy,Nagbabalacan*,True
021514017,Bgy,Paradise (Pob.),False
021514017,Bgy,Paradise,True
021514018,Bgy,Pateng,True
021514019,Bgy,Progressive (Pob.),False
021514019,Bgy,Progressive,True
021514020,Bgy,San Jose,True
021514021,Bgy,Santa Clara,True
021514022,Bgy,Santa Cruz,True
021514023,Bgy,Santa Maria,True
021514024,Bgy,Smart (Pob.),False
021514024,Bgy,Smart,True
021514025,Bgy,Tapel,True
021515000,Mun,IGUIG,True
021515001,Bgy,Ajat,True
021515001,Bgy,Ajat (Pob.),False
021515002,Bgy,Atulu,True
021515003,Bgy,Baculud,True
021515004,Bgy,Bayo,True
021515005,Bgy,Campo,True
021515006,Bgy,San Esteban,True
021515006,Bgy,Capitan,True
021515006,Bgy,San Esteban (Capitan),True
021515007,Bgy,Dumpao,True
021515009,Bgy,Gammad,True
021515010,Bgy,Santa Teresa,True
021515010,Bgy,Gammad Sur,True
021515010,Bgy,Santa Teresa (Gammad Sur),True
021515011,Bgy,Garab,True
021515013,Bgy,Malabbac,True
021515014,Bgy,Manaoag,True
021515014,Bgy,Aquiliquilao,True
021515014,Bgy,Manaoag (Aquiliquilao),True
021515015,Bgy,Minanga Norte,True
021515016,Bgy,Minanga Sur,True
021515017,Bgy,Nattanzan (Pob.),False
021515017,Bgy,Nattanzan,True
021515018,Bgy,Redondo,True
021515019,Bgy,Salamague,True
021515020,Bgy,Ugac West,True
021515020,Bgy,San Isidro (Ugac West),True
021515020,Bgy,San Isidro,True
021515021,Bgy,San Lorenzo,True
021515022,Bgy,Santa Barbara,True
021515023,Bgy,Santa Rosa,True
021515024,Bgy,Santiago,True
021515025,Bgy,Ugac East,True
021515025,Bgy,San Vicente (Ugac East),True
021515025,Bgy,San Vicente,True
021516000,Mun,LAL-LO,True
021516001,Bgy,Abagao,True
021516002,Bgy,Alaguia,True
021516003,Bgy,Bagumbayan,True
021516004,Bgy,Bangag,True
021516005,Bgy,Bical,True
021516006,Bgy,Bicud,True
021516007,Bgy,Binag,True
021516008,Bgy,Cabayabasan,True
021516008,Bgy,Capacuan,True
021516008,Bgy,Cabayabasan (Capacuan),True
021516009,Bgy,Cagoran,True
021516010,Bgy,Cambong,True
021516011,Bgy,Catayauan,True
021516012,Bgy,Catugan,True
021516013,Bgy,Centro (Pob.),False
021516013,Bgy,Centro,True
021516014,Bgy,Cullit,True
021516015,Bgy,Dagupan,True
021516016,Bgy,Dalaya,True
021516017,Bgy,Fabrica,True
021516018,Bgy,Fusina,True
021516019,Bgy,Jurisdiction,True
021516020,Bgy,Lalafugan,True
021516021,Bgy,Logac,True
021516022,Bgy,Magallungon,True
021516022,Bgy,Magallungon (Sta. Teresa*),True
021516022,Bgy,Sta. Teresa*,True
021516023,Bgy,Magapit,True
021516024,Bgy,Malanao,True
021516025,Bgy,Maxingal,True
021516026,Bgy,Naguilian,True
021516027,Bgy,Paranum,True
021516028,Bgy,Rosario,True
021516029,Bgy,San Antonio,True
021516029,Bgy,Lafu,True
021516029,Bgy,San Antonio (Lafu),True
021516030,Bgy,San Jose,True
021516031,Bgy,San Juan,True
021516032,Bgy,San Lorenzo,True
021516033,Bgy,San Mariano,True
021516034,Bgy,Santa Maria,True
021516035,Bgy,Tucalana,True
021517000,Mun,LASAM,True
021517001,Bgy,Aggunetan,True
021517002,Bgy,Alannay,True
021517003,Bgy,Battalan,True
021517005,Bgy,Calapangan Norte,True
021517006,Bgy,Calapangan Sur,True
021517007,Bgy,Callao Norte,True
021517008,Bgy,Callao Sur,True
021517009,Bgy,Cataliganan,True
021517010,Bgy,Finugo Norte,True
021517012,Bgy,Gabun,True
021517013,Bgy,Ignacio Jurado (Finugu Sur),True
021517013,Bgy,Finugu Sur,True
021517013,Bgy,Ignacio Jurado,True
021517014,Bgy,Magsaysay,True
021517015,Bgy,Malinta,True
021517016,Bgy,Minanga Sur,True
021517017,Bgy,Minanga Norte,True
021517019,Bgy,Nicolas Agatep,True
021517020,Bgy,Peru,True
021517021,Bgy,Centro 1,False
021517021,Bgy,Centro I,True
021517021,Bgy,Centro I (Pob.),False
021517022,Bgy,San Pedro,True
021517023,Bgy,Sicalao,True
021517024,Bgy,Tagao,True
021517025,Bgy,Tucalan Passing,True
021517026,Bgy,Viga,True
021517027,Bgy,Duldugan*,True
021517027,Bgy,Cabatacan East,True
