code,interlevel,location,original
084812009,Bgy,Siljagon,True
084812010,Bgy,Naparasan,True
084812011,Bgy,E. Laodenio,True
084812012,Bgy,Manaybanay,True
084812013,Bgy,Santa Potenciana,True
084812013,Bgy,Santa Potenciana (Pob.),False
084813000,Mun,MONDRAGON,True
084813001,Bgy,Bagasbas,True
084813002,Bgy,Bugko,True
084813003,Bgy,Cablangan,True
084813004,Bgy,Cagmanaba,True
084813005,Bgy,Cahicsan,True
084813006,Bgy,Chitongco,True
084813006,Bgy,Chitongco (Pob.),False
084813007,Bgy,De Maria,True
084813008,Bgy,Doña Lucia,True
084813009,Bgy,Eco,True
084813009,Bgy,Eco (Pob.),False
084813010,Bgy,Flormina,True
084813011,Bgy,Hinabangan,True
084813012,Bgy,Imelda,True
084813013,Bgy,La Trinidad,True
084813014,Bgy,Makiwalo,True
084813015,Bgy,Mirador,True
084813016,Bgy,Nenita,True
084813017,Bgy,Roxas,True
084813018,Bgy,San Agustin,True
084813019,Bgy,San Antonio,True
084813020,Bgy,San Isidro,True
084813021,Bgy,San Jose,True
084813022,Bgy,San Juan,True
084813023,Bgy,Santa Catalina,True
084813024,Bgy,Talolora,True
084814000,Mun,PALAPAG,True
084814001,Bgy,Asum,True
084814001,Bgy,Asum (Pob.),False
084814002,Bgy,Bagacay,True
084814003,Bgy,Bangon,True
084814004,Bgy,Binay,True
084814005,Bgy,Cabariwan,True
084814006,Bgy,Cabatuan,True
084814007,Bgy,Campedico,True
084814008,Bgy,Capacujan,True
084814009,Bgy,Jangtud,True
084814010,Bgy,Laniwan,True
084814010,Bgy,Laniwan (Pob.),False
084814011,Bgy,Mabaras,True
084814012,Bgy,Magsaysay,True
084814013,Bgy,Manajao,True
084814014,Bgy,Mapno,True
084814015,Bgy,Maragano,True
084814016,Bgy,Matambag,True
084814017,Bgy,Monbon,True
084814018,Bgy,Nagbobtac,True
084814019,Bgy,Napo,True
084814020,Bgy,Natawo,True
084814021,Bgy,Nipa,True
084814022,Bgy,Osmeña,True
084814023,Bgy,Pangpang,True
084814024,Bgy,Paysud,True
084814026,Bgy,Sangay,True
084814028,Bgy,Simora,True
084814029,Bgy,Sinalaran,True
084814030,Bgy,Sumoroy,True
084814031,Bgy,Talolora,True
084814032,Bgy,Tambangan,True
084814032,Bgy,Tambangan (Pob.),False
084814033,Bgy,Tinampo (Pob.),False
084814033,Bgy,Tinampo,True
084814034,Bgy,"Benigno S. Aquino, Jr.",True
084815000,Mun,PAMBUJAN,True
084815002,Bgy,Cababto-an,True
084815004,Bgy,Cabari-an,True
084815005,Bgy,Cagbigajo,True
084815007,Bgy,Canjumadal,True
084815008,Bgy,Doña Anecita,True
084815009,Bgy,Camparanga,True
084815010,Bgy,Ge-adgawan,True
084815011,Bgy,Ginulgan,True
084815012,Bgy,Geparayan,True
084815013,Bgy,Igot,True
084815014,Bgy,Ynaguingayan,True
084815015,Bgy,Inanahawan,True
084815016,Bgy,Manahao,True
084815018,Bgy,Paninirongan,True
084815019,Bgy,Poblacion District 1,True
084815020,Bgy,Poblacion District 2,True
084815021,Bgy,Poblacion District 3,True
084815022,Bgy,Poblacion District 4,True
084815023,Bgy,Poblacion District 5,True
084815024,Bgy,Poblacion District 6,True
084815025,Bgy,Poblacion District 7,True
084815026,Bgy,Poblacion District 8,True
084815027,Bgy,San Ramon,True
084815028,Bgy,Senonogan,True
084815029,Bgy,"Sixto T. Balanguit, Sr.",True
084815030,Bgy,Tula,True
084816000,Mun,ROSARIO,True
084816001,Bgy,Aguada,True
084816002,Bgy,Buenavista,True
084816003,Bgy,Jamoog,True
084816005,Bgy,Ligaya,True
084816006,Bgy,Poblacion,True
084816007,Bgy,Salhag,True
084816008,Bgy,San Lorenzo,True
084816009,Bgy,Bantolinao,True
084816010,Bgy,Commonwealth,True
084816011,Bgy,Guindaulan,True
084816012,Bgy,Kailingan,True
084817000,Mun,SAN ANTONIO,True
084817001,Bgy,Burabod,True
084817002,Bgy,Dalupirit,True
084817003,Bgy,Manraya,True
084817005,Bgy,Pilar,True
084817006,Bgy,Ward I (Pob.),False
084817006,Bgy,Ward I,True
084817006,Bgy,Ward 1,False
084817007,Bgy,Rizal,True
084817008,Bgy,San Nicolas,True
084817009,Bgy,Vinisitahan,True
084817010,Bgy,Ward 2,False
084817010,Bgy,Ward II,True
084817010,Bgy,Ward II (Pob.),False
084817011,Bgy,Ward III (Pob.),False
084817011,Bgy,Ward III,True
084817011,Bgy,Ward 3,False
084818000,Mun,SAN ISIDRO,True
084818001,Bgy,Alegria,True
084818003,Bgy,Balite,True
084818004,Bgy,Buenavista,True
084818005,Bgy,Caglanipao,True
084818007,Bgy,Happy Valley,True
084818008,Bgy,Mabuhay,True
084818009,Bgy,Palanit,True
084818010,Bgy,Poblacion Norte,True
084818011,Bgy,Poblacion Sur,True
084818012,Bgy,Salvacion,True
084818013,Bgy,San Juan,True
084818014,Bgy,San Roque,True
084818015,Bgy,Seven Hills,True
084818016,Bgy,Veriato,True
084819000,Mun,SAN JOSE,True
084819002,Bgy,Aguadahan,True
084819003,Bgy,Bagong Sabang,True
084819004,Bgy,Balite,True
084819005,Bgy,Bonglas,True
084819007,Bgy,Da-o,True
084819008,Bgy,Gengarog,True
084819009,Bgy,Geratag,True
084819012,Bgy,Layuhan,True
084819013,Bgy,Mandugang,True
084819014,Bgy,P. Tingzon,True
084819025,Bgy,San Lorenzo,True
084819026,Bgy,Tubigdanao,True
084819027,Bgy,Barangay North,True
084819027,Bgy,Barangay North (Pob.),False
084819028,Bgy,Barangay South,True
084819028,Bgy,Barangay South (Pob.),False
084819029,Bgy,Barangay East (Pob.),False
084819029,Bgy,Barangay East,True
084819030,Bgy,Barangay West,True
084819030,Bgy,Barangay West (Pob.),False
084820000,Mun,SAN ROQUE,True
084820001,Bgy,Balnasan,True
084820002,Bgy,Balud,True
084820003,Bgy,Bantayan,True
084820004,Bgy,Coroconog,True
084820005,Bgy,Dale,True
084820006,Bgy,Ginagdanan,True
084820007,Bgy,Lao-angan,True
084820008,Bgy,Lawaan,True
084820009,Bgy,Malobago,True
084820010,Bgy,Pagsang-an,True
084820011,Bgy,Zone 1 (Pob.),False
084820011,Bgy,Zone 1,True
084820012,Bgy,Zone 2,True
084820012,Bgy,Zone 2 (Pob.),False
084820013,Bgy,Zone 3,True
084820013,Bgy,Zone 3 (Pob.),False
084820014,Bgy,Zone 4,True
084820014,Bgy,Zone 4 (Pob.),False
084820015,Bgy,Zone 5,True
084820015,Bgy,Zone 5 (Pob.),False
084820016,Bgy,Zone 6,True
084820016,Bgy,Zone 6 (Pob.),False
084821000,Mun,SAN VICENTE,True
084821002,Bgy,Maragat,True
084821003,Bgy,Mongol Bongol Pob.,True
084821003,Bgy,Bgy.1,True
084821003,Bgy,Mongol Bongol Pob. (Bgy.1),True
084821005,Bgy,Sangputan,True
084821006,Bgy,Sila,True
084821007,Bgy,Tarnate,True
084821008,Bgy,Destacado Pob.,True
084821008,Bgy,Bgy.2,True
084821008,Bgy,Destacado Pob. (Bgy.2),True
084821009,Bgy,Punta Pob. (Bgy.3),True
084821009,Bgy,Bgy.3,True
084821009,Bgy,Punta Pob.,True
084822000,Mun,SILVINO LOBOS,True
084822001,Bgy,Balud,True
084822002,Bgy,Cababayogan,True
084822003,Bgy,Cabunga-an,True
084822004,Bgy,Cagda-o,True
084822005,Bgy,Caghilot,True
084822006,Bgy,Camanggaran,True
084822007,Bgy,Camaya-an,True
084822008,Bgy,Deit De Suba,True
084822009,Bgy,Deit De Turag,True
084822010,Bgy,Gebonawan,True
084822011,Bgy,Gebolwangan,True
084822012,Bgy,Gecbo-an,True
084822013,Bgy,Giguimitan,True
084822014,Bgy,Genagasan,True
084822015,Bgy,Geparayan De Turag,True
084822016,Bgy,Gusaran,True
084822017,Bgy,Imelda,True
084822018,Bgy,Montalban,True
084822019,Bgy,Suba,True
084822019,Bgy,Suba (Pob.),False
084822020,Bgy,San Isidro,True
084822021,Bgy,Senonogan de Tubang,True
084822022,Bgy,Tobgon,True
084822023,Bgy,Victory,True
084822024,Bgy,Poblacion I,True
084822024,Bgy,Poblacion 1,False
084822025,Bgy,Poblacion 2,False
084822025,Bgy,Poblacion II,True
084822026,Bgy,San Antonio,True
084823000,Mun,VICTORIA,True
084823001,Bgy,Acedillo,True
084823002,Bgy,Buenasuerte,True
084823003,Bgy,Buenos Aires,True
084823004,Bgy,Colab-og,True
084823006,Bgy,Erenas,True
084823007,Bgy,Libertad,True
084823008,Bgy,Luisita,True
084823009,Bgy,Lungib,True
084823010,Bgy,Maxvilla,True
084823011,Bgy,Pasabuena,True
084823012,Bgy,Zone I,True
084823012,Bgy,Zone I (Pob.),False
084823012,Bgy,Zone 1,False
084823013,Bgy,Zone II,True
084823013,Bgy,Zone II (Pob.),False
084823013,Bgy,Zone 2,False
084823014,Bgy,Zone III,True
084823014,Bgy,Zone 3,False
084823014,Bgy,Zone III (Pob.),False
084823016,Bgy,San Lazaro,True
084823017,Bgy,San Miguel,True
084823018,Bgy,San Roman,True
084824000,Mun,LOPE DE VEGA,True
084824001,Bgy,Bayho,True
084824002,Bgy,Bonifacio,True
084824003,Bgy,Cagamesarag,True
084824004,Bgy,Cag-aguingay,True
084824005,Bgy,Curry,True
084824006,Bgy,Gebonawan,True
084824007,Bgy,Gen. Luna,True
084824008,Bgy,Getigo,True
084824009,Bgy,Henaronagan,True
084824010,Bgy,Lope De Vega (Pob.),False
084824011,Bgy,Lower Caynaga,True
084824012,Bgy,Maghipid,True
084824013,Bgy,Magsaysay,True
084824014,Bgy,Osmeña,True
084824015,Bgy,Paguite,True
084824016,Bgy,Roxas,True
084824017,Bgy,Sampaguita,True
084824018,Bgy,San Francisco,True
084824019,Bgy,San Jose,True
084824020,Bgy,San Miguel,True
084824021,Bgy,Somoroy,True
084824022,Bgy,Upper Caynaga,True
086000000,Prov,SAMAR (WESTERN SAMAR),True
086000000,Prov,SAMAR,False
086000000,Prov,WESTERN SAMAR,False
086001000,Mun,ALMAGRO,True
086001001,Bgy,Bacjao,True
086001004,Bgy,Biasong I,True
086001004,Bgy,Biasong 1,False
086001005,Bgy,Costa Rica,True
086001007,Bgy,Guin-ansan,True
086001008,Bgy,Kerikite,True
086001011,Bgy,Lunang I (Look),True
086001011,Bgy,Look,True
086001011,Bgy,Lunang 1,False
086001011,Bgy,Lunang I,True
086001012,Bgy,Lunang II,True
086001012,Bgy,Lunang 2,False
086001013,Bgy,Malobago,True
086001014,Bgy,Marasbaras,True
086001017,Bgy,Panjobjoban 1,False
086001017,Bgy,Panjobjoban I,True
086001019,Bgy,Poblacion,True
086001023,Bgy,Talahid,True
086001024,Bgy,Tonga-tonga,True
086001025,Bgy,Imelda,True
086001025,Bgy,Badjang,True
086001025,Bgy,Imelda (Badjang),True
086001026,Bgy,Biasong 2,False
086001026,Bgy,Biasong II,True
086001027,Bgy,Costa Rica II,True
086001027,Bgy,Costa Rica 2,False
086001028,Bgy,Mabuhay,True
086001029,Bgy,Magsaysay,True
086001030,Bgy,Panjobjoban II,True
086001030,Bgy,Panjobjoban 2,False
086001031,Bgy,Roño,True
086001032,Bgy,San Isidro,True
086001033,Bgy,San Jose,True
086001034,Bgy,Veloso,True
086002000,Mun,BASEY,True
086002001,Bgy,Amandayehan,True
086002002,Bgy,Anglit,True
086002003,Bgy,Bacubac,True
086002004,Bgy,Baloog,True
086002005,Bgy,Basiao,True
086002006,Bgy,Buenavista,True
086002007,Bgy,Burgos,True
086002008,Bgy,Cambayan,True
086002009,Bgy,Can-abay,True
086002010,Bgy,Cancaiyas,True
086002011,Bgy,Canmanila,True
086002012,Bgy,Catadman,True
086002013,Bgy,Cogon,True
086002014,Bgy,Dolongan,True
086002015,Bgy,Guintigui-an,True
086002016,Bgy,Guirang,True
086002017,Bgy,Balante,True
086002018,Bgy,Iba,True
086002019,Bgy,Inuntan,True
086002021,Bgy,Loog,True
086002022,Bgy,Mabini,True
086002023,Bgy,Magallanes,True
086002024,Bgy,Manlilinab,True
086002025,Bgy,Del Pilar,True
086002026,Bgy,May-it,True
086002027,Bgy,Mongabong,True
086002028,Bgy,New San Agustin,True
086002029,Bgy,Nouvelas Occidental,True
086002030,Bgy,Nouvelas Oriental,True
086002030,Bgy,San Fernando,True
086002030,Bgy,San Fernando (Nouvelas Oriental),True
086002031,Bgy,Old San Agustin,True
086002032,Bgy,Panugmonon,True
086002033,Bgy,Pelit,True
086002034,Bgy,Baybay (Pob.),False
086002034,Bgy,Baybay,True
086002035,Bgy,Buscada (Pob.),False
086002035,Bgy,Buscada,True
086002036,Bgy,Lawa-an,True
086002036,Bgy,Lawa-an (Pob.),False
086002037,Bgy,Loyo (Pob.),False
086002037,Bgy,Loyo,True
086002038,Bgy,Mercado (Pob.),False
086002038,Bgy,Mercado,True
086002039,Bgy,Palaypay,True
086002039,Bgy,Palaypay (Pob.),False
086002040,Bgy,Sulod,True
086002040,Bgy,Sulod (Pob.),False
086002041,Bgy,Roxas,True
086002042,Bgy,Salvacion,True
086002043,Bgy,San Antonio,True
086002044,Bgy,Sawa,True
086002045,Bgy,Serum,True
086002046,Bgy,Sugca,True
086002047,Bgy,Sugponon,True
086002048,Bgy,Tinaogan,True
086002049,Bgy,Tingib,True
086002050,Bgy,Villa Aurora,True
086002051,Bgy,Binongtu-an,True
086002052,Bgy,Bulao,True
086003000,City,CALBAYOG,True
086003001,Bgy,Jose A. Roño,True
086003002,Bgy,Acedillo,True
086003003,Bgy,Alibaba,True
086003004,Bgy,Amampacang,True
086003005,Bgy,Anislag,True
086003007,Bgy,Ba-ay,True
086003008,Bgy,Bagacay,True
086003009,Bgy,Baja,True
086003010,Bgy,Balud (Pob.),False
086003010,Bgy,Balud,True
086003011,Bgy,Bante,True
086003012,Bgy,Bantian,True
086003013,Bgy,Basud,True
086003015,Bgy,Bayo,True
086003016,Bgy,Begaho,True
086003017,Bgy,Binaliw,True
086003018,Bgy,Bugtong,True
086003019,Bgy,Buenavista,True
086003020,Bgy,Cabacungan,True
086003021,Bgy,Cabatuan,True
086003022,Bgy,Cabicahan,True
086003023,Bgy,Cabugawan,True
086003024,Bgy,Cacaransan,True
086003025,Bgy,Cag-olango,True
086003027,Bgy,Cag-anahaw,True
086003028,Bgy,Cagbanayacao,True
086003029,Bgy,Cagbayang,True
086003030,Bgy,Cagbilwang,True
086003031,Bgy,Cagboborac,True
086003032,Bgy,Caglanipao Sur,True
086003033,Bgy,Cagmanipes Norte,True
086003034,Bgy,Cag-anibong,True
086003035,Bgy,Cagnipa,True
086003036,Bgy,Cagsalaosao,True
086003037,Bgy,Cahumpan,True
086003039,Bgy,Calocnayan,True
086003040,Bgy,Cangomaod,True
086003041,Bgy,Canhumadac,True
086003042,Bgy,Capacuhan,True
086003043,Bgy,Capoocan,True
086003044,Bgy,Carayman,True
086003045,Bgy,Catabunan,True
086003047,Bgy,Caybago,True
086003048,Bgy,Central (Pob.),False
086003048,Bgy,Central,True
086003049,Bgy,Cogon,True
086003050,Bgy,Dagum,True
086003052,Bgy,Dawo,True
086003053,Bgy,De Victoria,True
086003054,Bgy,Dinabongan,True
086003055,Bgy,Dinagan,True
086003056,Bgy,Dinawacan,True
086003057,Bgy,Esperanza,True
086003058,Bgy,Gadgaran,True
086003059,Bgy,Gasdo,True
086003060,Bgy,Helino,True
086003061,Bgy,Geraga-an,True
086003062,Bgy,Guin-on,True
086003063,Bgy,Guimbaoyan Norte,True
086003064,Bgy,Guimbaoyan Sur,True
086003065,Bgy,Hamorawon,True
086003066,Bgy,Hibabngan,True
086003067,Bgy,Hibatang,True
086003068,Bgy,Higasaan,True
086003069,Bgy,Himalandrog,True
086003070,Bgy,Jimautan,True
086003071,Bgy,Hugon Rosales,True
086003072,Bgy,Jacinto,True
086003074,Bgy,Aguit-itan,True
086003074,Bgy,Aguit-itan (Pob.),False
086003076,Bgy,Kilikili,True
086003077,Bgy,La Paz,True
086003078,Bgy,Langoyon,True
086003079,Bgy,Lapaan,True
086003081,Bgy,Libertad,True
086003082,Bgy,Limarayon,True
086003083,Bgy,Looc,True
086003084,Bgy,Longsob,True
086003085,Bgy,Lonoy,True
086003086,Bgy,Mabini I,True
086003086,Bgy,Calbayog District,True
086003086,Bgy,Mabini I (Calbayog District),True
086003086,Bgy,Mabini 1,False
086003087,Bgy,Mabini II,True
086003087,Bgy,Oquendo District,True
086003087,Bgy,Mabini II (Oquendo District),True
086003087,Bgy,Mabini 2,False
086003088,Bgy,Macatingog,True
086003089,Bgy,Mag-ubay,True
086003090,Bgy,Maguino-o,True
086003091,Bgy,Malaga,True
086003092,Bgy,Malajog,True
086003093,Bgy,Malayog,True
086003094,Bgy,Malopalo,True
086003095,Bgy,Marcatubig,True
086003096,Bgy,Mancol,True
086003097,Bgy,Mantaong,True
086003097,Bgy,Oquendo District,True
086003097,Bgy,Mantaong (Oquendo District),True
086003098,Bgy,Matobato,True
086003099,Bgy,Mawacat,True
086003101,Bgy,Maybog,True
086003102,Bgy,Maysalong,True
086003103,Bgy,Migara,True
086003105,Bgy,Nabang,True
086003106,Bgy,Naga,True
086003107,Bgy,Naguma,True
086003109,Bgy,Navarro,True
086003110,Bgy,Nijaga,True
086003111,Bgy,Oboob,True
086003112,Bgy,Obrero,True
086003113,Bgy,Olera,True
086003114,Bgy,Oquendo,True
086003114,Bgy,Oquendo (Pob.),False
086003115,Bgy,Osmeña,True
086003116,Bgy,Palanas,True
086003117,Bgy,Palanogan,True
086003118,Bgy,Panlayahan,True
086003119,Bgy,Panonongan,True
086003120,Bgy,Panoypoy,True
086003121,Bgy,Patong,True
086003122,Bgy,Peña,True
086003123,Bgy,Pilar,True
086003124,Bgy,Pinamorotan,True
086003126,Bgy,Quezon,True
086003127,Bgy,Rawis,True
086003128,Bgy,Rizal 1,False
086003128,Bgy,Rizal I (Calbayog District),True
086003128,Bgy,Calbayog District,True
086003128,Bgy,Rizal I,True
086003129,Bgy,Rizal 2,False
086003129,Bgy,Rizal II,True
086003129,Bgy,Oquendo District,True
086003129,Bgy,Rizal II (Oquendo District),True
086003130,Bgy,Roxas I,True
086003130,Bgy,Calbayog District,True
086003130,Bgy,Roxas I (Calbayog District),True
086003130,Bgy,Roxas 1,False
086003131,Bgy,Roxas II (Oquendo District),True
086003131,Bgy,Roxas 2,False
086003131,Bgy,Oquendo District,True
086003131,Bgy,Roxas II,True
086003132,Bgy,Saljag,True
086003132,Bgy,Saljag (Baut),True
086003132,Bgy,Baut,True
086003133,Bgy,Salvacion,True
086003134,Bgy,San Antonio,True
086003135,Bgy,San Isidro,True
086003136,Bgy,San Joaquin,True
086003137,Bgy,San Jose,True
086003138,Bgy,San Policarpio,True
086003139,Bgy,San Rufino,True
086003140,Bgy,Saputan,True
086003141,Bgy,Sigo,True
086003142,Bgy,Sinantan,True
086003143,Bgy,Sinidman Occidental,True
086003144,Bgy,Sinidman Oriental,True
086003145,Bgy,Tabawan,True
086003146,Bgy,Talahiban,True
086003147,Bgy,Tapa-e,True
086003148,Bgy,Tarabucan,True
086003149,Bgy,Tigbe,True
086003152,Bgy,Tinaplacan,True
086003153,Bgy,Tomaliguez,True
086003154,Bgy,Sabang,True
086003154,Bgy,Trinidad (Sabang),True
086003154,Bgy,Trinidad,True
086003155,Bgy,Victory,True
086003156,Bgy,Villahermosa,True
086003158,Bgy,Awang East (Pob.),False
086003158,Bgy,Awang East,True
086003159,Bgy,Awang West (Pob.),False
086003159,Bgy,Awang West,True
086003160,Bgy,Bagong Lipunan,True
086003162,Bgy,Bontay,True
086003164,Bgy,Kalilihan,True
086003165,Bgy,Carmen,True
086003166,Bgy,Danao 1,False
086003166,Bgy,Danao I,True
086003167,Bgy,Danao II,True
086003167,Bgy,Danao 2,False
086003168,Bgy,Gabay,True
086003171,Bgy,Pagbalican,True
086003173,Bgy,Payahan,True
086003174,Bgy,Tanval,True
086003175,Bgy,Tinambacan Norte,True
086003176,Bgy,Tinambacan Sur,True
086003177,Bgy,Cagmanipes Sur,True
086003178,Bgy,"Manuel Barral, Sr.",True
086004000,Mun,CALBIGA,True
086004001,Bgy,Antol,True
086004002,Bgy,Bacyaran,True
086004003,Bgy,Beri,True
086004004,Bgy,Barobaybay,True
086004005,Bgy,Binanggaran,True
086004006,Bgy,Borong,True
086004007,Bgy,Bulao,True
086004008,Bgy,Buluan,True
086004009,Bgy,Caamlongan,True
086004010,Bgy,Calayaan,True
086004011,Bgy,Calingonan,True
086004012,Bgy,Canbagtic,True
086004013,Bgy,Canticum,True
086004014,Bgy,Daligan,True
086004015,Bgy,Guinbanga,True
086004016,Bgy,Hubasan,True
086004017,Bgy,Literon,True
086004018,Bgy,Lubang,True
086004019,Bgy,Mahangcao,True
086004020,Bgy,Macaalan,True
086004021,Bgy,Malabal,True
086004022,Bgy,Minata,True
086004024,Bgy,Otoc,True
086004025,Bgy,Panayuran,True
086004026,Bgy,Pasigay,True
086004027,Bgy,Patong,True
086004028,Bgy,Barangay 1,True
086004028,Bgy,Barangay 1 (Pob.),False
086004029,Bgy,Barangay 2 (Pob.),False
086004029,Bgy,Barangay 2,True
086004030,Bgy,Barangay 3 (Pob.),False
086004030,Bgy,Barangay 3,True
086004031,Bgy,Barangay 4 (Pob.),False
086004031,Bgy,Barangay 4,True
086004032,Bgy,Barangay 5,True
086004032,Bgy,Barangay 5 (Pob.),False
086004033,Bgy,Barangay 6,True
086004033,Bgy,Barangay 6 (Pob.),False
086004034,Bgy,Barangay 7 (Pob.),False
086004034,Bgy,Barangay 7,True
086004035,Bgy,Polangi,True
086004036,Bgy,Rawis,True
086004037,Bgy,San Ignacio,True
086004038,Bgy,San Mauricio,True
086004039,Bgy,Sinalangtan,True
086004040,Bgy,Timbangan,True
086004041,Bgy,Tinago,True
086004042,Bgy,Hindang,True
086005000,City,CATBALOGAN,True
086005001,Bgy,Albalate,True
086005002,Bgy,Bagongon,True
086005003,Bgy,Bangon,True
086005004,Bgy,Basiao,True
086005005,Bgy,Buluan,True
086005006,Bgy,Bunuanan,True
086005007,Bgy,Cabugawan,True
086005008,Bgy,Cagudalo,True
086005009,Bgy,Cagusipan,True
086005011,Bgy,Cagutian,True
086005012,Bgy,Cagutsan,True
086005013,Bgy,Canhawan Gote,True
086005014,Bgy,Canlapwas (Pob.),False
086005014,Bgy,Canlapwas,True
086005015,Bgy,Cawayan,True
086005016,Bgy,Cinco,True
086005017,Bgy,Darahuway Daco,True
086005018,Bgy,Darahuway Gote,True
086005019,Bgy,Estaka,True
086005020,Bgy,Guinsorongan,True
086005021,Bgy,Iguid,True
086005022,Bgy,Lagundi,True
086005023,Bgy,Libas,True
086005024,Bgy,Lobo,True
086005025,Bgy,Manguehay,True
086005026,Bgy,Maulong,True
086005027,Bgy,Mercedes,True
086005028,Bgy,Mombon,True
086005029,Bgy,New Mahayag,True
086005030,Bgy,Old Mahayag,True
086005031,Bgy,Palanyogon,True
086005032,Bgy,Pangdan,True
086005033,Bgy,Payao,True
086005034,Bgy,Poblacion 1,True
086005034,Bgy,Barangay 1,True
086005034,Bgy,Poblacion 1 (Barangay 1),True
086005035,Bgy,Poblacion 2,True
086005035,Bgy,Barangay 2,True
086005035,Bgy,Poblacion 2 (Barangay 2),True
086005036,Bgy,Poblacion 3 (Barangay 3),True
086005036,Bgy,Barangay 3,True
086005036,Bgy,Poblacion 3,True
086005037,Bgy,Barangay 4,True
086005037,Bgy,Poblacion 4 (Barangay 4),True
086005037,Bgy,Poblacion 4,True
086005038,Bgy,Poblacion 5 (Barangay 5),True
086005038,Bgy,Barangay 5,True
086005038,Bgy,Poblacion 5,True
086005039,Bgy,Poblacion 6 (Barangay 6),True
086005039,Bgy,Barangay 6,True
086005039,Bgy,Poblacion 6,True
086005040,Bgy,Poblacion 7,True
086005040,Bgy,Barangay 7,True
086005040,Bgy,Poblacion 7 (Barangay 7),True
086005041,Bgy,Barangay 8,True
086005041,Bgy,Poblacion 8,True
086005041,Bgy,Poblacion 8 (Barangay 8),True
086005042,Bgy,Poblacion 9,True
086005042,Bgy,Barangay 9,True
086005042,Bgy,Poblacion 9 (Barangay 9),True
086005043,Bgy,Poblacion 10,True
086005043,Bgy,Barangay 10,True
086005043,Bgy,Poblacion 10 (Barangay 10),True
086005044,Bgy,Poblacion 11,True
086005044,Bgy,Barangay 11,True
086005044,Bgy,Poblacion 11 (Barangay 11),True
086005045,Bgy,Poblacion 12,True
086005045,Bgy,Poblacion 12 (Barangay 12),True
086005045,Bgy,Barangay 12,True
086005046,Bgy,Poblacion 13,True
086005046,Bgy,Barangay 13,True
086005046,Bgy,Poblacion 13 (Barangay 13),True
086005047,Bgy,Muñoz,True
086005047,Bgy,Poblacion 14,True
086005047,Bgy,Muñoz (Poblacion 14),True
086005048,Bgy,Pupua,True
086005049,Bgy,Guindaponan,True
086005050,Bgy,Rama,True
086005051,Bgy,San Andres,True
086005052,Bgy,San Pablo,True
086005053,Bgy,San Roque,True
086005054,Bgy,San Vicente,True
086005055,Bgy,Silanga,True
086005056,Bgy,Totoringon,True
086005057,Bgy,Ibol,True
086005059,Bgy,Socorro,True
086006000,Mun,DARAM,True
086006001,Bgy,Arawane,True
086006002,Bgy,Astorga,True
086006003,Bgy,Bachao,True
086006004,Bgy,Baclayan,True
086006005,Bgy,Bagacay,True
086006006,Bgy,Bayog,True
086006007,Bgy,Birawan,True
086006008,Bgy,Betaug,True
086006009,Bgy,Bono-anon,True
086006010,Bgy,Buenavista,True
086006011,Bgy,Burgos,True
086006012,Bgy,Cabac,True
086006013,Bgy,Cabil-isan,True
086006014,Bgy,Cabiton-an,True
086006015,Bgy,Cabugao,True
086006016,Bgy,Calawan-an,True
086006017,Bgy,Cambuhay,True
086006018,Bgy,Candugue,True
086006019,Bgy,Canloloy,True
086006020,Bgy,Campelipa,True
086006021,Bgy,Cansaganay,True
086006022,Bgy,Poblacion 3,True
086006022,Bgy,Canti-il,True
086006022,Bgy,Poblacion 3 (Canti-il),True
086006023,Bgy,Casab-ahan,True
086006024,Bgy,Guindapunan,True
086006025,Bgy,Guintampilan,True
086006026,Bgy,Iquiran,True
086006027,Bgy,Jacopon,True
086006028,Bgy,Losa,True
086006029,Bgy,Mabini,True
086006030,Bgy,Macalpe,True
086006031,Bgy,Mandoyucan,True
086006032,Bgy,Mongolbongol,True
086006033,Bgy,Marupangdan,True
086006034,Bgy,Mayabay,True
086006035,Bgy,Nipa,True
086006037,Bgy,Parasan,True
086006038,Bgy,Poblacion 1 (Hilaba),True
086006038,Bgy,Poblacion 1,True
086006038,Bgy,Hilaba,True
086006039,Bgy,Poblacion 2,True
086006039,Bgy,Malingon,True
086006039,Bgy,Poblacion 2 (Malingon),True
086006040,Bgy,Pondang,True
086006041,Bgy,Poso,True
086006042,Bgy,Real,True
086006043,Bgy,Rizal,True
086006044,Bgy,San Antonio,True
086006045,Bgy,San Jose,True
086006046,Bgy,San Miguel,True
086006047,Bgy,San Roque,True
086006048,Bgy,Saugan,True
086006049,Bgy,So-ong,True
086006050,Bgy,Sua,True
086006051,Bgy,Talisay,True
086006052,Bgy,Tugas,True
086006053,Bgy,Ubo,True
086006054,Bgy,Valles-Bello,True
086006055,Bgy,Cagboboto,True
086006056,Bgy,Lucob-lucob,True
086006057,Bgy,San Vicente,True
086006058,Bgy,Sugod,True
086006059,Bgy,Yangta,True
086007000,Mun,GANDARA,True
086007002,Bgy,Balocawe,True
086007006,Bgy,Beslig,True
086007008,Bgy,Burabod 1,False
086007008,Bgy,Burabod I,True
086007008,Bgy,Burabod I (Pob.),False
086007009,Bgy,Burabod II,True
086007009,Bgy,Burabod 2,False
086007009,Bgy,Burabod II (Pob.),False
086007010,Bgy,Buao,True
086007014,Bgy,Bunyagan,True
086007018,Bgy,Calirocan,True
086007020,Bgy,Canhumawid,True
