,location,code,PSGC,Municipality/City,Poverty
468,GENERAL TRIAS,42108000,42108000.0,General Trias City,3.9
469,IMUS,42109000,42109000.0,Imus City,4.9
470,INDANG,42110000,42110000.0,Indang,5.5
471,KAWIT,42111000,42111000.0,Kawit,9.5
472,MAGALLANES,42112000,42112000.0,Magallanes,17.2
473,MARAGONDON,42113000,42113000.0,Maragondon,13.8
474,MENDEZ,42114000,42114000.0,Mendez (Mendez-Nuñez),5.2
475,MENDEZ,42114000,42114000.0,Mendez (Mendez-Nuñez),5.2
476,MENDEZ-NUÑEZ,42114000,42114000.0,Mendez (Mendez-Nuñez),5.2
477,MENDEZ-NUÑEZ,42114000,42114000.0,Mendez (Mendez-Nuñez),5.2
478,NAIC,42115000,42115000.0,Naic,12.3
479,NOVELETA,42116000,42116000.0,Noveleta,8.6
480,ROSARIO,42117000,42117000.0,Rosario,5.6
481,SILANG,42118000,42118000.0,Silang,6.9
482,TAGAYTAY,42119000,42119000.0,Tagaytay City,5.9
483,TANZA,42120000,42120000.0,Tanza,9.0
484,TERNATE,42121000,42121000.0,Ternate,15.2
485,TRECE MARTIRES,42122000,42122000.0,Trece Martires City,5.3
486,ALCANTARA,72201000,72201000.0,Alcantara,33.6
487,ALCOY,72202000,72202000.0,Alcoy,32.7
488,ALEGRIA,72203000,72203000.0,Alegria,40.5
489,ALOGUINSAN,72204000,72204000.0,Aloguinsan,29.5
490,ARGAO,72205000,72205000.0,Argao,25.3
491,ASTURIAS,72206000,72206000.0,Asturias,33.0
492,BADIAN,72207000,72207000.0,Badian,36.8
493,BALAMBAN,72208000,72208000.0,Balamban,25.6
494,BANTAYAN,72209000,72209000.0,Bantayan,31.3
495,BARILI,72210000,72210000.0,Barili,30.4
496,BOGO,72211000,72211000.0,Bogo City,18.6
497,BOLJOON,72212000,72212000.0,Boljoon,34.6
498,BORBON,72213000,72213000.0,Borbon,29.1
499,CARCAR,72214000,72214000.0,Carcar City,21.4
500,CARMEN,72215000,72215000.0,Carmen,21.1
501,CATMON,72216000,72216000.0,Catmon,26.0
502,CEBU,72217000,72217000.0,Cebu City,12.6
503,COMPOSTELA,72218000,72218000.0,Compostela,19.6
504,CONSOLACION,72219000,72219000.0,Consolacion,13.4
505,CORDOVA,72220000,72220000.0,Cordoba,19.7
506,DAANBANTAYAN,72221000,72221000.0,Daanbantayan,25.4
507,DALAGUETE,72222000,72222000.0,Dalaguete,33.6
508,DANAO,72223000,72223000.0,Danao City,21.3
509,DUMANJUG,72224000,72224000.0,Dumanjug,30.9
510,GINATILAN,72225000,72225000.0,Ginatilan,33.3
511,LAPU-LAPU,72226000,72226000.0,Lapu-Lapu City,16.7
512,LAPU-LAPU,72226000,72226000.0,Lapu-Lapu City,16.7
513,OPON,72226000,72226000.0,Lapu-Lapu City,16.7
514,OPON,72226000,72226000.0,Lapu-Lapu City,16.7
515,LILOAN,72227000,72227000.0,Liloan,14.7
516,MADRIDEJOS,72228000,72228000.0,Madridejos,28.1
517,MALABUYOC,72229000,72229000.0,Malabuyoc,44.3
518,MANDAUE,72230000,72230000.0,Mandaue City,11.3
519,MEDELLIN,72231000,72231000.0,Medellin,26.6
520,MINGLANILLA,72232000,72232000.0,Minglanilla,13.5
521,MOALBOAL,72233000,72233000.0,Moalboal,26.6
522,NAGA,72234000,72234000.0,Naga City,21.1
523,OSLOB,72235000,72235000.0,Oslob,35.7
524,PILAR,72236000,72236000.0,Pilar,31.9
525,PINAMUNGAJAN,72237000,72237000.0,Pinamungahan,28.5
526,PORO,72238000,72238000.0,Poro,34.1
527,RONDA,72239000,72239000.0,Ronda,30.2
528,SAMBOAN,72240000,72240000.0,Samboan,35.9
529,SAN FERNANDO,72241000,72241000.0,San Fernando,24.3
530,SAN FRANCISCO,72242000,72242000.0,San Francisco,44.1
531,SAN REMIGIO,72243000,72243000.0,San Remigio,23.6
532,SANTA FE,72244000,72244000.0,Santa Fe,33.3
533,SANTANDER,72245000,72245000.0,Santander,30.8
534,SIBONGA,72246000,72246000.0,Sibonga,27.6
535,SOGOD,72247000,72247000.0,Sogod,29.2
536,TABOGON,72248000,72248000.0,Tabogon,28.0
537,TABUELAN,72249000,72249000.0,Tabuelan,29.4
538,TALISAY,72250000,72250000.0,Talisay City,14.1
539,TOLEDO,72251000,72251000.0,Toledo City,21.9
540,TUBURAN,72252000,72252000.0,Tuburan,36.8
541,TUDELA,72253000,72253000.0,Tudela,33.0
542,ALAMADA,124701000,124701000.0,Alamada,44.1
543,ALEOSAN,124717000,124717000.0,Aleosan,50.9
544,ANTIPAS,124715000,124715000.0,Antipas,30.5
545,ARAKAN,124718000,124718000.0,Arakan,44.3
546,BANISILAN,124716000,124716000.0,Banisilan,47.9
547,CARMEN,124702000,124702000.0,Carmen,52.3
548,KABACAN,124703000,124703000.0,Kabacan,36.9
549,KIDAPAWAN,124704000,124704000.0,Kidapawan City,19.1
550,LIBUNGAN,124705000,124705000.0,Libungan,37.1
551,M'LANG,124710000,124710000.0,M'lang,31.6
552,MAGPET,124706000,124706000.0,Magpet,42.2
553,MAKILALA,124707000,124707000.0,Makilala,32.2
554,MATALAM,124708000,124708000.0,Matalam,40.5
555,MIDSAYAP,124709000,124709000.0,Midsayap,39.2
556,PIGCAWAYAN,124711000,124711000.0,Pigkawayan,38.8
557,PIKIT,124712000,124712000.0,Pikit,58.8
558,PRESIDENT ROXAS,124713000,124713000.0,President Roxas,41.6
559,TULUNAN,124714000,124714000.0,Tulunan,38.6
560,COMPOSTELA,118201000,118201000.0,Compostela,27.6
561,LAAK,118202000,118202000.0,Laak (San Vicente),41.1
562,LAAK,118202000,118202000.0,Laak (San Vicente),41.1
563,SAN VICENTE,118202000,118202000.0,Laak (San Vicente),41.1
564,SAN VICENTE,118202000,118202000.0,Laak (San Vicente),41.1
565,MABINI,118203000,118203000.0,Mabini (Doña Alicia),29.5
566,MABINI,118203000,118203000.0,Mabini (Doña Alicia),29.5
567,DOÑA ALICIA,118203000,118203000.0,Mabini (Doña Alicia),29.5
568,DOÑA ALICIA,118203000,118203000.0,Mabini (Doña Alicia),29.5
569,MACO,118204000,118204000.0,Maco,23.3
570,MARAGUSAN,118205000,118205000.0,Maragusan (San Mariano),27.6
571,MARAGUSAN,118205000,118205000.0,Maragusan (San Mariano),27.6
572,SAN MARIANO,118205000,118205000.0,Maragusan (San Mariano),27.6
573,SAN MARIANO,118205000,118205000.0,Maragusan (San Mariano),27.6
574,MAWAB,118206000,118206000.0,Mawab,24.9
575,MONKAYO,118207000,118207000.0,Monkayo,30.8
576,MONTEVISTA,118208000,118208000.0,Montevista,33.4
577,NABUNTURAN,118209000,118209000.0,Nabunturan,22.7
578,NEW BATAAN,118210000,118210000.0,New Bataan,31.3
579,PANTUKAN,118211000,118211000.0,Pantukan,26.2
580,ASUNCION,112301000,112301000.0,Asuncion (Saug),33.1
581,ASUNCION,112301000,112301000.0,Asuncion (Saug),33.1
582,SAUG,112301000,112301000.0,Asuncion (Saug),33.1
583,SAUG,112301000,112301000.0,Asuncion (Saug),33.1
584,BRAULIO E. DUJALI,112323000,112323000.0,Braulio E. Dujali,29.6
585,CARMEN,112303000,112303000.0,Carmen,30.6
586,KAPALONG,112305000,112305000.0,Kapalong,31.2
587,NEW CORELLA,112314000,112314000.0,New Corella,40.1
588,PANABO,112315000,112315000.0,Panabo City,19.1
589,SAMAL,112317000,112317000.0,Island Garden City of Samal,28.5
590,SAN ISIDRO,112324000,112324000.0,San Isidro,42.2
591,SANTO TOMAS,112318000,112318000.0,Santo Tomas,23.3
592,TAGUM,112319000,112319000.0,Tagum City,13.6
593,TALAINGOD,112322000,112322000.0,Talaingod,56.4
594,BANSALAN,112401000,112401000.0,Bansalan,19.8
595,DAVAO,112402000,112402000.0,Davao City,9.2
596,DIGOS,112403000,112403000.0,Digos City,14.2
597,HAGONOY,112404000,112404000.0,Hagonoy,20.4
598,KIBLAWAN,112406000,112406000.0,Kiblawan,29.2
599,MAGSAYSAY,112407000,112407000.0,Magsaysay,27.6
600,MALALAG,112408000,112408000.0,Malalag,17.3
601,MATANAO,112410000,112410000.0,Matanao,25.1
602,PADADA,112411000,112411000.0,Padada,14.3
603,SANTA CRUZ,112412000,112412000.0,Santa Cruz,22.8
604,SULOP,112414000,112414000.0,Sulop,21.4
605,DON MARCELINO,118601000,118601000.0,Don Marcelino,59.6
606,JOSE ABAD SANTOS,118602000,118602000.0,Jose Abad Santos (Trinidad),65.4
607,JOSE ABAD SANTOS,118602000,118602000.0,Jose Abad Santos (Trinidad),65.4
608,TRINIDAD,118602000,118602000.0,Jose Abad Santos (Trinidad),65.4
609,TRINIDAD,118602000,118602000.0,Jose Abad Santos (Trinidad),65.4
610,MALITA,118603000,118603000.0,Malita,57.3
611,SANTA MARIA,118604000,118604000.0,Santa Maria,55.0
612,SARANGANI,118605000,118605000.0,Sarangani,59.5
613,BAGANGA,112501000,112501000.0,Baganga,33.7
614,BANAYBANAY,112502000,112502000.0,Banaybanay,28.7
615,BOSTON,112503000,112503000.0,Boston,29.3
616,CARAGA,112504000,112504000.0,Caraga,36.0
617,CATEEL,112505000,112505000.0,Cateel,30.6
618,GOVERNOR GENEROSO,112506000,112506000.0,Governor Generoso,34.4
619,LUPON,112507000,112507000.0,Lupon,24.7
620,MANAY,112508000,112508000.0,Manay,35.2
621,MATI,112509000,112509000.0,Mati City (Capital),18.7
622,SAN ISIDRO,112510000,112510000.0,San Isidro,34.3
623,TARRAGONA,112511000,112511000.0,Tarragona,34.9
624,BASILISA,168501000,168501000.0,Basilisa (Rizal),42.0
625,BASILISA,168501000,168501000.0,Basilisa (Rizal),42.0
626,RIZAL,168501000,168501000.0,Basilisa (Rizal),42.0
627,RIZAL,168501000,168501000.0,Basilisa (Rizal),42.0
628,CAGDIANAO,168502000,168502000.0,Cagdianao,45.0
629,DINAGAT,168503000,168503000.0,Dinagat,43.9
630,LIBJO,168504000,168504000.0,Libjo (Albor),43.6
631,LIBJO,168504000,168504000.0,Libjo (Albor),43.6
632,ALBOR,168504000,168504000.0,Libjo (Albor),43.6
633,ALBOR,168504000,168504000.0,Libjo (Albor),43.6
634,LORETO,168505000,168505000.0,Loreto,36.6
635,SAN JOSE,168506000,168506000.0,San Jose,36.2
636,TUBAJON,168507000,168507000.0,Tubajon,42.0
637,ARTECHE,82601000,82601000.0,Arteche,48.1
638,BALANGIGA,82602000,82602000.0,Balangiga,39.7
639,BALANGKAYAN,82603000,82603000.0,Balangkayan,40.7
640,BORONGAN,82604000,82604000.0,Borongan City,32.3
641,CAN-AVID,82605000,82605000.0,Can-avid,43.6
642,DOLORES,82606000,82606000.0,Dolores,47.3
643,GENERAL MACARTHUR,82607000,82607000.0,General MacArthur,48.4
644,GIPORLOS,82608000,82608000.0,Giporlos,43.2
645,GUIUAN,82609000,82609000.0,Guiuan,34.6
646,HERNANI,82610000,82610000.0,Hernani,43.4
647,JIPAPAD,82611000,82611000.0,Jipapad,49.9
648,LAWAAN,82612000,82612000.0,Lawaan,38.7
649,LLORENTE,82613000,82613000.0,Llorente,42.8
650,MASLOG,82614000,82614000.0,Maslog,68.3
651,MAYDOLONG,82615000,82615000.0,Maydolong,39.9
652,MERCEDES,82616000,82616000.0,Mercedes,35.7
653,ORAS,82617000,82617000.0,Oras,45.6
654,QUINAPONDAN,82618000,82618000.0,Quinapondan,43.5
655,SALCEDO,82619000,82619000.0,Salcedo,40.1
656,SAN JULIAN,82620000,82620000.0,San Julian,41.9
657,SAN POLICARPO,82621000,82621000.0,San Policarpo,48.6
658,SULAT,82622000,82622000.0,Sulat,38.9
659,TAFT,82623000,82623000.0,Taft,41.9
660,BUENAVISTA,67901000,67901000.0,Buenavista,18.4
661,JORDAN,67902000,67902000.0,Jordan,19.3
662,NUEVA VALENCIA,67903000,67903000.0,Nueva Valencia,26.4
663,SAN LORENZO,67904000,67904000.0,San Lorenzo,28.9
664,SIBUNAG,67905000,67905000.0,Sibunag,25.0
665,AGUINALDO,142708000,142708000.0,Aguinaldo,31.4
666,ALFONSO LISTA,142707000,142707000.0,Alfonso Lista (Potia),20.8
667,ALFONSO LISTA,142707000,142707000.0,Alfonso Lista (Potia),20.8
668,POTIA,142707000,142707000.0,Alfonso Lista (Potia),20.8
669,POTIA,142707000,142707000.0,Alfonso Lista (Potia),20.8
670,ASIPULO,142711000,142711000.0,Asipulo,44.9
671,BANAUE,142701000,142701000.0,Banaue,37.7
672,HINGYON,142709000,142709000.0,Hingyon,32.4
673,HUNGDUAN,142702000,142702000.0,Hungduan,27.0
674,KIANGAN,142703000,142703000.0,Kiangan,24.2
675,LAGAWE,142704000,142704000.0,Lagawe,19.7
676,LAMUT,142705000,142705000.0,Lamut,21.2
677,MAYOYAO,142706000,142706000.0,Mayoyao,29.6
678,TINOC,142710000,142710000.0,Tinoc,34.5
679,ADAMS,12801000,12801000.0,Adams,16.5
680,BACARRA,12802000,12802000.0,Bacarra,7.5
681,BADOC,12803000,12803000.0,Badoc,10.7
682,BANGUI,12804000,12804000.0,Bangui,8.5
683,BANNA,12811000,12811000.0,Banna,12.8
684,BANNA,12811000,12811000.0,Banna,12.8
685,ESPIRITU,12811000,12811000.0,Banna,12.8
686,ESPIRITU,12811000,12811000.0,Banna,12.8
687,BATAC,12805000,12805000.0,Batac City,7.8
688,BURGOS,12806000,12806000.0,Burgos,8.4
689,CARASI,12807000,12807000.0,Carasi,20.3
690,CURRIMAO,12808000,12808000.0,Currimao,9.3
691,DINGRAS,12809000,12809000.0,Dingras,11.7
692,DUMALNEG,12810000,12810000.0,Dumalneg,12.1
693,LAOAG,12812000,12812000.0,Laoag City,6.6
694,MARCOS,12813000,12813000.0,Marcos,9.8
695,NUEVA ERA,12814000,12814000.0,Nueva Era,14.6
696,PAGUDPUD,12815000,12815000.0,Pagudpud,9.5
697,PAOAY,12816000,12816000.0,Paoay,8.4
698,PASUQUIN,12817000,12817000.0,Pasuquin,10.6
699,PIDDIG,12818000,12818000.0,Piddig,11.4
700,PINILI,12819000,12819000.0,Pinili,12.4
701,SAN NICOLAS,12820000,12820000.0,San Nicolas,7.7
702,SARRAT,12821000,12821000.0,Sarrat,8.5
703,SOLSONA,12822000,12822000.0,Solsona,10.5
704,VINTAR,12823000,12823000.0,Vintar,8.5
705,ALILEM,12901000,12901000.0,Alilem,18.5
706,BANAYOYO,12902000,12902000.0,Banayoyo,12.0
707,BANTAY,12903000,12903000.0,Bantay,11.2
708,BURGOS,12904000,12904000.0,Burgos,13.1
709,CABUGAO,12905000,12905000.0,Cabugao,15.0
710,CANDON,12906000,12906000.0,Candon City,10.4
711,CAOAYAN,12907000,12907000.0,Caoayan,10.7
712,CERVANTES,12908000,12908000.0,Cervantes,19.6
713,GALIMUYOD,12909000,12909000.0,Galimuyod,13.0
714,GREGORIO DEL PILAR,12910000,12910000.0,Gregorio del Pilar,19.3
715,GREGORIO DEL PILAR,12910000,12910000.0,Gregorio del Pilar,19.3
716,CONCEPCION,12910000,12910000.0,Gregorio del Pilar,19.3
717,CONCEPCION,12910000,12910000.0,Gregorio del Pilar,19.3
718,LIDLIDDA,12911000,12911000.0,Lidlidda,11.1
719,MAGSINGAL,12912000,12912000.0,Magsingal,10.9
720,NAGBUKEL,12913000,12913000.0,Nagbukel,16.9
721,NARVACAN,12914000,12914000.0,Narvacan,13.2
722,QUIRINO,12915000,12915000.0,Quirino,20.4
723,QUIRINO,12915000,12915000.0,Quirino,20.4
724,ANGKAKI,12915000,12915000.0,Quirino,20.4
725,ANGKAKI,12915000,12915000.0,Quirino,20.4
726,SALCEDO,12916000,12916000.0,Salcedo,15.1
727,SALCEDO,12916000,12916000.0,Salcedo,15.1
728,BAUGEN,12916000,12916000.0,Salcedo,15.1
729,BAUGEN,12916000,12916000.0,Salcedo,15.1
730,SAN EMILIO,12917000,12917000.0,San Emilio,18.8
731,SAN ESTEBAN,12918000,12918000.0,San Esteban,10.9
732,SAN ILDEFONSO,12919000,12919000.0,San Ildefonso,10.2
733,SAN JUAN,12920000,12920000.0,San Juan,11.7
734,SAN JUAN,12920000,12920000.0,San Juan,11.7
735,LAPOG,12920000,12920000.0,San Juan,11.7
736,LAPOG,12920000,12920000.0,San Juan,11.7
737,SAN VICENTE,12921000,12921000.0,San Vicente,9.6
738,SANTA,12922000,12922000.0,Santa,11.2
739,SANTA CATALINA,12923000,12923000.0,Santa Catalina,13.3
740,SANTA CRUZ,12924000,12924000.0,Santa Cruz,14.7
741,SANTA LUCIA,12925000,12925000.0,Santa Lucia,14.4
742,SANTA MARIA,12926000,12926000.0,Santa Maria,11.3
743,SANTIAGO,12927000,12927000.0,Santiago,13.0
744,SANTO DOMINGO,12928000,12928000.0,Santo Domingo,11.3
745,SIGAY,12929000,12929000.0,Sigay,21.4
746,SINAIT,12930000,12930000.0,Sinait,12.2
747,SUGPON,12931000,12931000.0,Sugpon,26.6
748,SUYO,12932000,12932000.0,Suyo,14.6
749,TAGUDIN,12933000,12933000.0,Tagudin,13.5
750,VIGAN,12934000,12934000.0,Vigan City,8.7
751,AJUY,63001000,63001000.0,Ajuy,25.7
752,ALIMODIAN,63002000,63002000.0,Alimodian,26.1
753,ANILAO,63003000,63003000.0,Anilao,25.5
754,BADIANGAN,63004000,63004000.0,Badiangan,22.5
755,BALASAN,63005000,63005000.0,Balasan,24.2
756,BANATE,63006000,63006000.0,Banate,22.7
757,BAROTAC NUEVO,63007000,63007000.0,Barotac Nuevo,21.1
758,BAROTAC VIEJO,63008000,63008000.0,Barotac Viejo,24.2
759,BATAD,63009000,63009000.0,Batad,26.4
760,BINGAWAN,63010000,63010000.0,Bingawan,24.2
761,CABATUAN,63012000,63012000.0,Cabatuan,19.0
762,CALINOG,63013000,63013000.0,Calinog,28.3
763,CARLES,63014000,63014000.0,Carles,33.3
764,CONCEPCION,63015000,63015000.0,Concepcion,27.5
765,DINGLE,63016000,63016000.0,Dingle,21.8
766,DUEÑAS,63017000,63017000.0,Dueñas,24.7
767,DUMANGAS,63018000,63018000.0,Dumangas,21.0
768,ESTANCIA,63019000,63019000.0,Estancia,24.0
769,GUIMBAL,63020000,63020000.0,Guimbal,16.8
770,IGBARAS,63021000,63021000.0,Igbaras,25.4
771,ILOILO,63022000,63022000.0,Iloilo City,13.5
772,JANIUAY,63023000,63023000.0,Janiuay,25.7
773,LAMBUNAO,63025000,63025000.0,Lambunao,26.3
774,LEGANES,63026000,63026000.0,Leganes,16.4
775,LEMERY,63027000,63027000.0,Lemery,24.0
776,LEON,63028000,63028000.0,Leon,23.7
777,MAASIN,63029000,63029000.0,Maasin,28.4
778,MIAGAO,63030000,63030000.0,Miagao,20.7
779,MINA,63031000,63031000.0,Mina,22.1
780,NEW LUCENA,63032000,63032000.0,New Lucena,20.0
781,OTON,63034000,63034000.0,Oton,15.3
782,PASSI,63035000,63035000.0,Passi City,23.3
783,PAVIA,63036000,63036000.0,Pavia,10.7
784,POTOTAN,63037000,63037000.0,Pototan,21.2
785,SAN DIONISIO,63038000,63038000.0,San Dionisio,28.2
786,SAN ENRIQUE,63039000,63039000.0,San Enrique,25.8
787,SAN JOAQUIN,63040000,63040000.0,San Joaquin,26.7
788,SAN MIGUEL,63041000,63041000.0,San Miguel,18.9
789,SAN RAFAEL,63042000,63042000.0,San Rafael,23.8
790,SANTA BARBARA,63043000,63043000.0,Santa Barbara,17.3
791,SARA,63044000,63044000.0,Sara,23.2
792,TIGBAUAN,63045000,63045000.0,Tigbauan,20.4
793,TUBUNGAN,63046000,63046000.0,Tubungan,26.9
794,ZARRAGA,63047000,63047000.0,Zarraga,17.4
795,ALICIA,23101000,23101000.0,Alicia,12.4
796,ANGADANAN,23102000,23102000.0,Angadanan,18.3
797,AURORA,23103000,23103000.0,Aurora,10.8
798,BENITO SOLIVEN,23104000,23104000.0,Benito Soliven,21.7
799,BURGOS,23105000,23105000.0,Burgos,14.0
800,CABAGAN,23106000,23106000.0,Cabagan,17.2
801,CABATUAN,23107000,23107000.0,Cabatuan,11.6
802,CAUAYAN,23108000,23108000.0,Cauayan City,12.8
803,CORDON,23109000,23109000.0,Cordon,13.7
804,DELFIN ALBANO,23118000,23118000.0,Delfin Albano,13.6
805,DELFIN ALBANO,23118000,23118000.0,Delfin Albano,13.6
806,MAGSAYSAY,23118000,23118000.0,Delfin Albano,13.6
807,MAGSAYSAY,23118000,23118000.0,Delfin Albano,13.6
808,DINAPIGUE,23110000,23110000.0,Dinapigue,14.7
809,DIVILACAN,23111000,23111000.0,Divilican,26.2
810,ECHAGUE,23112000,23112000.0,Echague,15.8
811,GAMU,23113000,23113000.0,Gamu,13.3
812,ILAGAN,23114000,23114000.0,Ilagan City,13.3
813,JONES,23115000,23115000.0,Jones,14.7
814,LUNA,23116000,23116000.0,Luna,8.7
815,MACONACON,23117000,23117000.0,Maconacon,20.9
816,MALLIG,23119000,23119000.0,Mallig,13.3
817,NAGUILIAN,23120000,23120000.0,Naguilian,15.2
818,PALANAN,23121000,23121000.0,Palanan,27.2
819,QUEZON,23122000,23122000.0,Quezon,18.0
820,QUIRINO,23123000,23123000.0,Quirino,10.8
821,RAMON,23124000,23124000.0,Ramon,13.4
822,REINA MERCEDES,23125000,23125000.0,Reina Mercedes,12.1
823,ROXAS,23126000,23126000.0,Roxas,13.5
824,SAN AGUSTIN,23127000,23127000.0,San Agustin,13.6
825,SAN GUILLERMO,23128000,23128000.0,San Guillermo,23.5
826,SAN ISIDRO,23129000,23129000.0,San Isidro,11.7
827,SAN MANUEL,23130000,23130000.0,San Manuel,13.5
828,SAN MARIANO,23131000,23131000.0,San Mariano,25.3
829,SAN MATEO,23132000,23132000.0,San Mateo,9.9
830,SAN PABLO,23133000,23133000.0,San Pablo,20.7
831,SANTA MARIA,23134000,23134000.0,Santa Maria,24.8
832,SANTIAGO,23135000,23135000.0,Santiago City,12.8
833,SANTO TOMAS,23136000,23136000.0,Santo Tomas,21.2
834,TUMAUINI,23137000,23137000.0,Tumauini,18.1
835,BALBALAN,143201000,143201000.0,Balbalan,26.4
836,LUBUAGAN,143206000,143206000.0,Lubuagan,26.6
837,PASIL,143208000,143208000.0,Pasil,27.7
838,PINUKPUK,143209000,143209000.0,Pinukpuk,30.4
839,RIZAL,143211000,143211000.0,Rizal (Liwan),15.3
840,RIZAL,143211000,143211000.0,Rizal (Liwan),15.3
841,LIWAN,143211000,143211000.0,Rizal (Liwan),15.3
842,LIWAN,143211000,143211000.0,Rizal (Liwan),15.3
843,TABUK,143213000,143213000.0,Tabuk City,17.7
844,TANUDAN,143214000,143214000.0,Tanudan,38.6
845,TINGLAYAN,143215000,143215000.0,Tinglayan,30.5
846,AGOO,13301000,13301000.0,Agoo,6.7
847,ARINGAY,13302000,13302000.0,Aringay,8.6
848,BACNOTAN,13303000,13303000.0,Bacnotan,5.3
849,BAGULIN,13304000,13304000.0,Bagulin,13.0
850,BALAOAN,13305000,13305000.0,Balaoan,6.5
851,BANGAR,13306000,13306000.0,Bangar,8.0
852,BAUANG,13307000,13307000.0,Bauang,5.7
853,BURGOS,13308000,13308000.0,Burgos,10.1
854,CABA,13309000,13309000.0,Caba,7.3
855,LUNA,13310000,13310000.0,Luna,6.0
856,NAGUILIAN,13311000,13311000.0,Naguilian,5.9
857,PUGO,13312000,13312000.0,Pugo,5.8
858,ROSARIO,13313000,13313000.0,Rosario,6.4
859,SAN FERNANDO,13314000,13314000.0,San Fernando City,3.8
860,SAN GABRIEL,13315000,13315000.0,San Gabriel,15.1
861,SAN JUAN,13316000,13316000.0,San Juan,5.5
862,SANTO TOMAS,13317000,13317000.0,Santo Tomas,7.5
863,SANTOL,13318000,13318000.0,Santol,12.6
864,SUDIPEN,13319000,13319000.0,Sudipen,9.7
865,TUBAO,13320000,13320000.0,Tubao,8.6
866,ALAMINOS,43401000,43401000.0,Alaminos,2.7
867,BAY,43402000,43402000.0,Bay,2.7
868,BIÑAN,43403000,43403000.0,Biñan City,5.2
869,CABUYAO,43404000,43404000.0,Cabuyao City,8.5
870,CALAMBA,43405000,43405000.0,Calamba City,3.0
871,CALAUAN,43406000,43406000.0,Calauan,9.7
872,CAVINTI,43407000,43407000.0,Cavinti,8.5
873,FAMY,43408000,43408000.0,Famy,10.2
874,KALAYAAN,43409000,43409000.0,Kalayaan,11.9
875,LILIW,43410000,43410000.0,Liliw,3.9
876,LOS BAÑOS,43411000,43411000.0,Los Baños,2.1
877,LUISIANA,43412000,43412000.0,Luisiana,8.6
878,LUMBAN,43413000,43413000.0,Lumban,7.9
879,MABITAC,43414000,43414000.0,Mabitac,16.9
880,MAGDALENA,43415000,43415000.0,Magdalena,16.4
881,MAJAYJAY,43416000,43416000.0,Majayjay,8.4
882,NAGCARLAN,43417000,43417000.0,Nagcarlan,5.6
883,PAETE,43418000,43418000.0,Paete,5.4
884,PAGSANJAN,43419000,43419000.0,Pagsanjan,4.9
885,PAKIL,43420000,43420000.0,Pakil,11.9
886,PANGIL,43421000,43421000.0,Pangil,8.6
887,PILA,43422000,43422000.0,Pila,6.7
888,RIZAL,43423000,43423000.0,Rizal,3.0
889,SAN PABLO,43424000,43424000.0,San Pablo City,4.2
890,SAN PEDRO,43425000,43425000.0,San Pedro City,2.7
891,SANTA CRUZ,43426000,43426000.0,Santa Cruz,4.6
892,SANTA MARIA,43427000,43427000.0,Santa Maria,16.6
893,SANTA ROSA,43428000,43428000.0,Santa Rosa City,2.4
894,SINILOAN,43429000,43429000.0,Siniloan,8.6
895,VICTORIA,43430000,43430000.0,Victoria,4.4
896,BACOLOD,103501000,103501000.0,Bacolod,34.2
897,BALOI,103502000,103502000.0,Baloi,40.1
898,BAROY,103503000,103503000.0,Baroy,40.4
899,ILIGAN,103504000,103504000.0,Iligan City,17.3
900,KAPATAGAN,103505000,103505000.0,Kapatagan,47.1
901,KAUSWAGAN,103507000,103507000.0,Kauswagan,37.5
902,KOLAMBUGAN,103508000,103508000.0,Kolambugan,28.7
903,LALA,103509000,103509000.0,Lala,42.0
904,LINAMON,103510000,103510000.0,Linamon,30.0
905,MAGSAYSAY,103511000,103511000.0,Magsaysay,57.1
906,MAIGO,103512000,103512000.0,Maigo,33.4
907,MATUNGAO,103513000,103513000.0,Matungao,55.3
908,MUNAI,103514000,103514000.0,Munai,56.3
909,NUNUNGAN,103515000,103515000.0,Nunungan,69.1
910,PANTAO RAGAT,103516000,103516000.0,Pantao Ragat,58.8
911,PANTAR,103523000,103523000.0,Pantar,53.2
912,POONA PIAGAPO,103517000,103517000.0,Poona Piagapo,62.8
913,SALVADOR,103518000,103518000.0,Salvador,62.8
914,SAPAD,103519000,103519000.0,Sapad,64.7
915,SULTAN NAGA DIMAPORO,103506000,103506000.0,Sultan Naga Dimaporo,54.1
916,SULTAN NAGA DIMAPORO,103506000,103506000.0,Sultan Naga Dimaporo,54.1
917,KAROMATAN,103506000,103506000.0,Sultan Naga Dimaporo,54.1
918,KAROMATAN,103506000,103506000.0,Sultan Naga Dimaporo,54.1
919,TAGOLOAN,103520000,103520000.0,Tagoloan,60.0
920,TANGCAL,103521000,103521000.0,Tangcal,65.9
921,TUBOD,103522000,103522000.0,Tubod,36.8
922,AMAI MANABILANG,153637000,153637000.0,Bumbaran,53.7
923,AMAI MANABILANG,153637000,153637000.0,Bumbaran,53.7
924,BUMBARAN,153637000,153637000.0,Bumbaran,53.7
925,BUMBARAN,153637000,153637000.0,Bumbaran,53.7
926,BACOLOD-KALAWI,153601000,153601000.0,Bacolod-Kalawi,61.4
927,BACOLOD-KALAWI,153601000,153601000.0,Bacolod-Kalawi,61.4
928,BACOLOD GRANDE,153601000,153601000.0,Bacolod-Kalawi,61.4
929,BACOLOD GRANDE,153601000,153601000.0,Bacolod-Kalawi,61.4
930,BALABAGAN,153602000,153602000.0,Balabagan,59.7
